,No_,Name,Address,City,Customer Posting Group,Salesperson Code,Shipment Method Code,Country_Region Code,Gen_ Bus_ Posting Group,County,CityState,Customer,StateCountry,Post Code,GeoColumn With Address,GeoColumn,State Area Code,State Zone Code,State Location Code,Mkt Segment,On premise/off premise,longitude,latitude,coordinates
70,2DELLA,DELLA ROVERE,250 WEST BROADWAY,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2DELLA DELLA ROVERE,"NY, ",10013,250 WEST BROADWAY NEW YORK NY  10013 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,TRIBECCA,Metro,On premise,-74.0025,40.7185,"[-74.0025, 40.7185]"
71,2DELMAR,CAFE DEL MAR,89 MACDOUGAL STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2DELMAR CAFE DEL MAR,"NY, ",10012,89 MACDOUGAL STREET NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
72,2DEVI,DEVI ECLECTIC INDIAN CUISINE,8 EAST 18TH STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2DEVI DEVI ECLECTIC INDIAN CUISINE,"NY, ",10003,8 EAST 18TH STREET NEW YORK NY  10003 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,BOWERY,Metro,On premise,-73.9892,40.7313,"[-73.9892, 40.7313]"
73,2DEVINO,DE VINO,30 CLINTON STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2DEVINO DE VINO,"NY, ",10009,30 CLINTON STREET NEW YORK NY  10009 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,EAST VILLAGE,Metro,On premise,-73.9796,40.7262,"[-73.9796, 40.7262]"
74,2DIVAR,DIVA RESTAURANT,341 W. BROADWAY,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2DIVAR DIVA RESTAURANT,"NY, ",10013,341 W. BROADWAY NEW YORK NY  10013 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,TRIBECCA,Metro,On premise,-74.0025,40.7185,"[-74.0025, 40.7185]"
75,2DOR,THE JOHN DORY OYSTER BAR,PO Box 20145,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2DOR THE JOHN DORY OYSTER BAR,"NY, ",10001,PO Box 20145 NEW YORK NY  10001 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,CHELSEA,Metro,On premise,-73.9967,40.7484,"[-73.9967, 40.7484]"
76,2DOWN,10 DOWNING,10 DOWNING STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2DOWN 10 DOWNING,"NY, ",10014,10 DOWNING STREET NEW YORK NY  10014 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,GREENWICH VILLAGE,Metro,On premise,-74.0054,40.7339,"[-74.0054, 40.7339]"
77,2DOWNT,DOWNTOWN RESTAURANT,376 WEST BROADWAY,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2DOWNT DOWNTOWN RESTAURANT,"NY, ",10012,376 WEST BROADWAY NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
78,2EASTP,EAST POST,92 SECOND AVE.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2EASTP EAST POST,"NY, ",10003,92 SECOND AVE. NEW YORK NY  10003 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,BOWERY,Metro,On premise,-73.9892,40.7313,"[-73.9892, 40.7313]"
79,2ELET,ELETTARIA,33 WEST 8TH STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2ELET ELETTARIA,"NY, ",10011,33 WEST 8TH STREET NEW YORK NY  10011 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,CHELSEA,Metro,On premise,-73.9996,40.7402,"[-73.9996, 40.7402]"
80,2ELLA,ELLABESS,153 ELIZABETH STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2ELLA ELLABESS,"NY, ",10012,153 ELIZABETH STREET NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
81,2EMP,EMPORIO,231 MOTT STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2EMP EMPORIO,"NY, ",10012,231 MOTT STREET NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
82,2EOLO,EOLO,190 7TH AVENUE,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2EOLO EOLO,"NY, ",10011,190 7TH AVENUE NEW YORK NY  10011 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,CHELSEA,Metro,On premise,-73.9996,40.7402,"[-73.9996, 40.7402]"
83,2EVVIV,EVVIVA,186 AVENUE A,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2EVVIV EVVIVA,"NY, ",10009,186 AVENUE A NEW YORK NY  10009 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,EAST VILLAGE,Metro,On premise,-73.9796,40.7262,"[-73.9796, 40.7262]"
84,2FALA,FALANGHINA,130 ST MARKS PLACE,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FALA FALANGHINA,"NY, ",10009,130 ST MARKS PLACE NEW YORK NY  10009 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,EAST VILLAGE,Metro,On premise,-73.9796,40.7262,"[-73.9796, 40.7262]"
85,2FALA2,CAFE FALAI,265 LAFAYETTE STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FALA2 CAFE FALAI,"NY, ",10012,265 LAFAYETTE STREET NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
86,2FALAI,FALAI,68 CLINTON STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FALAI FALAI,"NY, ",10002,68 CLINTON STREET NEW YORK NY  10002 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,LOWER EAST SIDE,Metro,On premise,-73.9877,40.7152,"[-73.9877, 40.7152]"
87,2FANFU,FANFULLA,6 CLINTON STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FANFU FANFULLA,"NY, ",10002,6 CLINTON STREET NEW YORK NY  10002 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,LOWER EAST SIDE,Metro,On premise,-73.9877,40.7152,"[-73.9877, 40.7152]"
88,2FIAMA,FIAMMA RESTAURANT,206 SPRING STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FIAMA FIAMMA RESTAURANT,"NY, ",10012,206 SPRING STREET NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
89,2FILLI,F ILLI PONTE,39 DES BROSSES ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FILLI F ILLI PONTE,"NY, ",10013,39 DES BROSSES ST. NEW YORK NY  10013 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,TRIBECCA,Metro,On premise,-74.0025,40.7185,"[-74.0025, 40.7185]"
90,2FIVE,FIVE POINTS,31 GREAT JONES STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FIVE FIVE POINTS,"NY, ",10012,31 GREAT JONES STREET NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
91,2FOR2,FORCELLA LA PIZZA DINAPOLI,334 BOWERY,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FOR2 FORCELLA LA PIZZA DINAPOLI,"NY, ",10012,334 BOWERY NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
92,2FRANY,FRANKIE'S 17,17 CLINTON STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FRANY FRANKIE'S 17,"NY, ",10002,17 CLINTON STREET NEW YORK NY  10002 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,LOWER EAST SIDE,Metro,On premise,-73.9877,40.7152,"[-73.9877, 40.7152]"
93,2FRESS,FRESSEN,421 W. 13TH ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FRESS FRESSEN,"NY, ",10014,421 W. 13TH ST. NEW YORK NY  10014 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,GREENWICH VILLAGE,Metro,On premise,-74.0054,40.7339,"[-74.0054, 40.7339]"
94,2FRS,FRANKIES 570 SPUNTINO,570 HUDSON ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FRS FRANKIES 570 SPUNTINO,"NY, ",10014,570 HUDSON ST. NEW YORK NY  10014 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,GREENWICH VILLAGE,Metro,On premise,-74.0054,40.7339,"[-74.0054, 40.7339]"
95,2FTCLE,BAR VELOCE SOHO,176 7TH AVENUE STE. B,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FTCLE BAR VELOCE SOHO,"NY, ",10003,176 7TH AVENUE STE. B NEW YORK NY  10003 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,BOWERY,Metro,On premise,-73.9892,40.7313,"[-73.9892, 40.7313]"
96,2GEMEL,GEMELLI'S,4 WORLD TRADE CENTER,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GEMEL GEMELLI'S,"NY, ",10048,4 WORLD TRADE CENTER NEW YORK NY  10048 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,FINANCIAL DISTRICT,Metro,On premise,,,"[nan, nan]"
97,2GONZO,GONZO RESTAURANT,140 WEST 13TH STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GONZO GONZO RESTAURANT,"NY, ",10011,140 WEST 13TH STREET NEW YORK NY  10011 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,CHELSEA,Metro,On premise,-73.9996,40.7402,"[-73.9996, 40.7402]"
98,2GOODF,LE GOURMET CORP,91 CHRISTOPHER ST,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GOODF LE GOURMET CORP,"NY, ",10014,91 CHRISTOPHER ST NEW YORK NY  10014 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,GREENWICH VILLAGE,Metro,On premise,-74.0054,40.7339,"[-74.0054, 40.7339]"
99,2GOTBA,GOTHAM BAR & GRILL,12 E. 12TH ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GOTBA GOTHAM BAR & GRILL,"NY, ",10003,12 E. 12TH ST. NEW YORK NY  10003 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,BOWERY,Metro,On premise,-73.9892,40.7313,"[-73.9892, 40.7313]"
100,2GRATI,GRAND TICINO,228 THOMPSON ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GRATI GRAND TICINO,"NY, ",10012,228 THOMPSON ST. NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
101,2GRIGL,GRIGLIA,5 E. 20TH ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GRIGL GRIGLIA,"NY, ",10003,5 E. 20TH ST. NEW YORK NY  10003 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,BOWERY,Metro,On premise,-73.9892,40.7313,"[-73.9892, 40.7313]"
102,2GRILL,GRILL ROOM,225 LIBERTY ST/WRLD FIN CTR,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GRILL GRILL ROOM,"NY, ",10281,225 LIBERTY ST/WRLD FIN CTR NEW YORK NY  10281 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,WHITE HALL,Metro,On premise,-74.015,40.7146,"[-74.015, 40.7146]"
103,2GSE,GRAND SICHUAN EASTERN,172 8TH AVENUE,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GSE GRAND SICHUAN EASTERN,"NY, ",10011,172 8TH AVENUE NEW YORK NY  10011 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,CHELSEA,Metro,On premise,-73.9996,40.7402,"[-73.9996, 40.7402]"
104,2GUSTO,GUSTO,60 GREENWICH AVENUE,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GUSTO GUSTO,"NY, ",10011,60 GREENWICH AVENUE NEW YORK NY  10011 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,CHELSEA,Metro,On premise,-73.9996,40.7402,"[-73.9996, 40.7402]"
105,2HENR2,BAR HENRY,90 W.HOUSTON ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2HENR2 BAR HENRY,"NY, ",10012,90 W.HOUSTON ST. NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
106,2HOLBA,THAI INT'L GOURMET,149 SECOND AVE.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2HOLBA THAI INT'L GOURMET,"NY, ",10003,149 SECOND AVE. NEW YORK NY  10003 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,BOWERY,Metro,On premise,-73.9892,40.7313,"[-73.9892, 40.7313]"
107,2HOMER,HOME RESTAURANT,20 CORNELIA STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2HOMER HOME RESTAURANT,"NY, ",10014,20 CORNELIA STREET NEW YORK NY  10014 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,GREENWICH VILLAGE,Metro,On premise,-74.0054,40.7339,"[-74.0054, 40.7339]"
108,2HOMES,OLD HOMESTEAD STEAKHOUSE,56 9TH AVENUE,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2HOMES OLD HOMESTEAD STEAKHOUSE,"NY, ",10011,56 9TH AVENUE NEW YORK NY  10011 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,CHELSEA,Metro,On premise,-73.9996,40.7402,"[-73.9996, 40.7402]"
109,2HUDSO,HUDSON RIVER CLUB,4 WORLD FINANCIAL CTR,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2HUDSO HUDSON RIVER CLUB,"NY, ",10281,4 WORLD FINANCIAL CTR NEW YORK NY  10281 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,WHITE HALL,Metro,On premise,-74.015,40.7146,"[-74.015, 40.7146]"
110,2HUE,HUE,368 BLEECKER STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2HUE HUE,"NY, ",10014,368 BLEECKER STREET NEW YORK NY  10014 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,GREENWICH VILLAGE,Metro,On premise,-74.0054,40.7339,"[-74.0054, 40.7339]"
111,2ICOPP,I COPPI,432 E.9TH ST.-AVE.A & FIRST AVE,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2ICOPP I COPPI,"NY, ",10009,432 E.9TH ST.-AVE.A & FIRST AVE NEW YORK NY  10009 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,EAST VILLAGE,Metro,On premise,-73.9796,40.7262,"[-73.9796, 40.7262]"
112,2ILCRE,IL CORTILE,125 MULBERRY ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2ILCRE IL CORTILE,"NY, ",10013,125 MULBERRY ST. NEW YORK NY  10013 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,TRIBECCA,Metro,On premise,-74.0025,40.7185,"[-74.0025, 40.7185]"
113,2ILMA,IL MATTO / WHITE AND CHURCH,281 CHURCH STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2ILMA IL MATTO / WHITE AND CHURCH,"NY, ",10013,281 CHURCH STREET NEW YORK NY  10013 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,TRIBECCA,Metro,On premise,-74.0025,40.7185,"[-74.0025, 40.7185]"
114,2INORE,INO,21 BEDFORD ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2INORE INO,"NY, ",10014,21 BEDFORD ST. NEW YORK NY  10014 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,GREENWICH VILLAGE,Metro,On premise,-74.0054,40.7339,"[-74.0054, 40.7339]"
115,2INSID,INSIDE RESTAURANT,9 JONES STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2INSID INSIDE RESTAURANT,"NY, ",10014,9 JONES STREET NEW YORK NY  10014 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,GREENWICH VILLAGE,Metro,On premise,-74.0054,40.7339,"[-74.0054, 40.7339]"
116,2INTEN,IN TENT RESTAURANT,231 MOTT STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2INTEN IN TENT RESTAURANT,"NY, ",10012,231 MOTT STREET NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
117,2INVIN,IN VINO,215 E.4 ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2INVIN IN VINO,"NY, ",10009,215 E.4 ST. NEW YORK NY  10009 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,EAST VILLAGE,Metro,On premise,-73.9796,40.7262,"[-73.9796, 40.7262]"
118,2ITREM,I TRE MERLI REST.,463 WEST BROADWAY,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2ITREM I TRE MERLI REST.,"NY, ",10012,463 WEST BROADWAY NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
119,2JERS,TRE,173 LUDLOW STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2JERS TRE,"NY, ",10002,173 LUDLOW STREET NEW YORK NY  10002 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,LOWER EAST SIDE,Metro,On premise,-73.9877,40.7152,"[-73.9877, 40.7152]"
120,2KEG,KEG 229,229 FRONT STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2KEG KEG 229,"NY, ",10038,229 FRONT STREET NEW YORK NY  10038 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,WALL STREET,Metro,On premise,-74.0013,40.7101,"[-74.0013, 40.7101]"
121,2LAFO,LA FOCACCIA,51 BANK STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LAFO LA FOCACCIA,"NY, ",10014,51 BANK STREET NEW YORK NY  10014 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,GREENWICH VILLAGE,Metro,On premise,-74.0054,40.7339,"[-74.0054, 40.7339]"
122,2LANON,LA NONNA,133 W.13TH ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LANON LA NONNA,"NY, ",10011,133 W.13TH ST. NEW YORK NY  10011 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,CHELSEA,Metro,On premise,-73.9996,40.7402,"[-73.9996, 40.7402]"
123,2LANT,LA LANTERNA CAFE,129 MACDOUGAL ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LANT LA LANTERNA CAFE,"NY, ",10012,129 MACDOUGAL ST. NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
124,2LAP,L'APICIO,11 EAST 1ST STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LAP L'APICIO,"NY, ",10003,11 EAST 1ST STREET NEW YORK NY  10003 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,BOWERY,Metro,On premise,-73.9892,40.7313,"[-73.9892, 40.7313]"
125,2LCM,LA CAMELIA,64 DOWNING ST. (NEAR VARICK),NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LCM LA CAMELIA,"NY, ",10014,64 DOWNING ST. (NEAR VARICK) NEW YORK NY  10014 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,GREENWICH VILLAGE,Metro,On premise,-74.0054,40.7339,"[-74.0054, 40.7339]"
126,2LEMAD,LE MADRI,127 SEVENTH AVE.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LEMAD LE MADRI,"NY, ",10011,127 SEVENTH AVE. NEW YORK NY  10011 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,CHELSEA,Metro,On premise,-73.9996,40.7402,"[-73.9996, 40.7402]"
127,2LESTR,LE STREGHE,331 WEST BROADWAY,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LESTR LE STREGHE,"NY, ",10013,331 WEST BROADWAY NEW YORK NY  10013 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,TRIBECCA,Metro,On premise,-74.0025,40.7185,"[-74.0025, 40.7185]"
128,2LEXPE,L'EXPRESS,249 PARK AVENUE SOUTH,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LEXPE L'EXPRESS,"NY, ",10003,249 PARK AVENUE SOUTH NEW YORK NY  10003 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,BOWERY,Metro,On premise,-73.9892,40.7313,"[-73.9892, 40.7313]"
129,2LIONS,LIONS DEN,214 SULLIVAN ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LIONS LIONS DEN,"NY, ",10012,214 SULLIVAN ST. NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
130,2LIT,LITTLE GIANT FOOD & DRINK,85 ORCHARD ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LIT LITTLE GIANT FOOD & DRINK,"NY, ",10002,85 ORCHARD ST. NEW YORK NY  10002 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,LOWER EAST SIDE,Metro,On premise,-73.9877,40.7152,"[-73.9877, 40.7152]"
131,2LOCAN,LOCANDA DI BACCO,150 SPRING STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LOCAN LOCANDA DI BACCO,"NY, ",10012,150 SPRING STREET NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
132,2LOM,LOMITO RESTAURANT,300 SPRING STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LOM LOMITO RESTAURANT,"NY, ",10013,300 SPRING STREET NEW YORK NY  10013 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,TRIBECCA,Metro,On premise,-74.0025,40.7185,"[-74.0025, 40.7185]"
133,2LORTO,L'ORTO,5 GOLD ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LORTO L'ORTO,"NY, ",10038,5 GOLD ST. NEW YORK NY  10038 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,WALL STREET,Metro,On premise,-74.0013,40.7101,"[-74.0013, 40.7101]"
134,2LOTI,PIERRE LOTI WINE BAR,53 IRVING PLACE,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LOTI PIERRE LOTI WINE BAR,"NY, ",10003,53 IRVING PLACE NEW YORK NY  10003 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,BOWERY,Metro,On premise,-73.9892,40.7313,"[-73.9892, 40.7313]"
135,2LOTUS,LULU'S LLC,409 WEST 14TH STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LOTUS LULU'S LLC,"NY, ",10014,409 WEST 14TH STREET NEW YORK NY  10014 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,GREENWICH VILLAGE,Metro,On premise,-74.0054,40.7339,"[-74.0054, 40.7339]"
136,2LRISA,RISA,47 E. HOUSTON STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LRISA RISA,"NY, ",10012,47 E. HOUSTON STREET NEW YORK NY  10012 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,SOHO,Metro,On premise,-73.9983,40.7255,"[-73.9983, 40.7255]"
137,2LUXE,LUXE RESTAURANT,235 W.35TH STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LUXE LUXE RESTAURANT,"NY, ",10001,235 W.35TH STREET NEW YORK NY  10001 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,CHELSEA,Metro,On premise,-73.9967,40.7484,"[-73.9967, 40.7484]"
138,2MADI,I TRE MERLI BISTRO,183 WEST 10TH STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2MADI I TRE MERLI BISTRO,"NY, ",10014,183 WEST 10TH STREET NEW YORK NY  10014 ,NEW YORK NY  ,MANHATTAN,DOWNTOWN,GREENWICH VILLAGE,Metro,On premise,-74.0054,40.7339,"[-74.0054, 40.7339]"
